perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
BCL2L2-2	BCL2L2	-0.1550053595324497	ES2	cutting_control	spearman	mean
BCL2L2-4	BCL2L2	-0.0283137924697247	ES2	cutting_control	spearman	mean
BRAF-2	BRAF		ES2	cutting_control	spearman	mean
BRAF1-1	BRAF1		ES2	cutting_control	spearman	mean
BRCA1-1	BRCA1	0.00915918448234253	ES2	cutting_control	spearman	mean
BRCA1-2	BRCA1	0.3622171037687003	ES2	cutting_control	spearman	mean
BRD4-1	BRD4	1.0761143348257016	ES2	cutting_control	spearman	mean
BRD4-2	BRD4	1.0967345261683086	ES2	cutting_control	spearman	mean
CCND1-1	CCND1	2.475330293095926	ES2	cutting_control	spearman	mean
CCND1-2	CCND1	3.1873455053409288	ES2	cutting_control	spearman	mean
CCNE1-1	CCNE1	0.8763956045384746	ES2	cutting_control	spearman	mean
CCNE1-2	CCNE1	0.8141344837219913	ES2	cutting_control	spearman	mean
CDK2-1	CDK2	2.017445900371928	ES2	cutting_control	spearman	mean
CDK2-2	CDK2	2.1196617055547358	ES2	cutting_control	spearman	mean
CDK4-1	CDK4	3.120052911106954	ES2	cutting_control	spearman	mean
CDK4-2	CDK4	2.8935796644754768	ES2	cutting_control	spearman	mean
CDK4-3	CDK4	2.7348004635436785	ES2	cutting_control	spearman	mean
CHEK2-1	CHEK2	0.8096636394182672	ES2	cutting_control	spearman	mean
CHEK2-2	CHEK2	0.5012955467287156	ES2	cutting_control	spearman	mean
COX5B-1	COX5B	-0.045100440299141654	ES2	cutting_control	spearman	mean
COX5B-2	COX5B	0.04770640621513472	ES2	cutting_control	spearman	mean
CSNK1A1-1	CSNK1A1	0.9456748093709941	ES2	cutting_control	spearman	mean
CSNK1A1-2	CSNK1A1	0.8885113695719026	ES2	cutting_control	spearman	mean
CTNNB1-1	CTNNB1	0.8306427773221677	ES2	cutting_control	spearman	mean
CTNNB1-2	CTNNB1	0.7875073598609608	ES2	cutting_control	spearman	mean
Chr2-1	Chr2	0.015053867615476913	ES2	cutting_control	spearman	mean
Chr2-2	Chr2	0.05392646307861211	ES2	cutting_control	spearman	mean
Chr2-3	Chr2	0.053266037701711955	ES2	cutting_control	spearman	mean
Chr2-4	Chr2	0.04401836176478969	ES2	cutting_control	spearman	mean
Chr2-5	Chr2	0.07912784355370923	ES2	cutting_control	spearman	mean
Chr2-6	Chr2	0.04556270788339996	ES2	cutting_control	spearman	mean
DOT1L-1	DOT1L	0.870292466372539	ES2	cutting_control	spearman	mean
DOT1L-2	DOT1L	1.0050177694532547	ES2	cutting_control	spearman	mean
EGFR-1	EGFR	0.7929195433520625	ES2	cutting_control	spearman	mean
EGFR-2	EGFR	0.9274206363535408	ES2	cutting_control	spearman	mean
EGLN1-8	EGLN1	2.1006954708924184	ES2	cutting_control	spearman	mean
EGLN1-9	EGLN1	1.7102172713502901	ES2	cutting_control	spearman	mean
EMPTY	EMPTY		ES2	cutting_control	spearman	mean
ERBB2-1	ERBB2	0.9979133410966248	ES2	cutting_control	spearman	mean
ERBB2-2	ERBB2	0.8139626228696583	ES2	cutting_control	spearman	mean
ERBB3-1	ERBB3	0.4807696509082521	ES2	cutting_control	spearman	mean
ERBB3-2	ERBB3	0.3624481508047434	ES2	cutting_control	spearman	mean
EZH2-1	EZH2	1.3821787375474548	ES2	cutting_control	spearman	mean
EZH2-2	EZH2	1.5112298982251793	ES2	cutting_control	spearman	mean
GLS-1	GLS	0.6690330152107253	ES2	cutting_control	spearman	mean
GLS-2	GLS	0.6600685855818696	ES2	cutting_control	spearman	mean
GPX4-1	GPX4	2.8077514609008074	ES2	cutting_control	spearman	mean
GPX4-2	GPX4	2.529300758757492	ES2	cutting_control	spearman	mean
HIF1a-1	HIF1a	0.7926365490425339	ES2	cutting_control	spearman	mean
HIF1a-2	HIF1a	0.9056711002696917	ES2	cutting_control	spearman	mean
ITGAV-1	ITGAV	2.248529198993076	ES2	cutting_control	spearman	mean
ITGAV-2	ITGAV	2.4429751694211634	ES2	cutting_control	spearman	mean
JAK3-1	JAK3	-0.059839351551381474	ES2	cutting_control	spearman	mean
JAK3-2	JAK3	0.0022065139998803315	ES2	cutting_control	spearman	mean
KIF11-1	KIF11	1.390549796385259	ES2	cutting_control	spearman	mean
KIF11-2	KIF11	1.7020313543663468	ES2	cutting_control	spearman	mean
KRAS-1	KRAS	0.2577623241009628	ES2	cutting_control	spearman	mean
KRAS-2A	KRAS	0.11571294177844517	ES2	cutting_control	spearman	mean
KRAS-2B	KRAS	0.07188723889895667	ES2	cutting_control	spearman	mean
LacZ-2	LacZ	-0.19592193477064723	ES2	cutting_control	spearman	mean
LacZ-3	LacZ	0.05631073087569405	ES2	cutting_control	spearman	mean
Luc-1	Luc	0.2251305331964924	ES2	cutting_control	spearman	mean
Luc-2	Luc	0.3959699599749993	ES2	cutting_control	spearman	mean
MAPK1-1	MAPK1	3.0755344488251395	ES2	cutting_control	spearman	mean
MAPK1-2	MAPK1	3.053830428798676	ES2	cutting_control	spearman	mean
MCL1-2	MCL1	0.20318065638149566	ES2	cutting_control	spearman	mean
MCL1-5	MCL1	0.3625919016468995	ES2	cutting_control	spearman	mean
MTOR-1	MTOR	1.2044253743210473	ES2	cutting_control	spearman	mean
MTOR-2	MTOR	1.431729533657841	ES2	cutting_control	spearman	mean
MYC-1	MYC	3.354280403372448	ES2	cutting_control	spearman	mean
MYC-2	MYC	3.1516123879602556	ES2	cutting_control	spearman	mean
ORC4-1	ORC4	0.08000724855509109	ES2	cutting_control	spearman	mean
ORC4-2	ORC4	0.03369179532383409	ES2	cutting_control	spearman	mean
PIK3CA-1	PIK3CA	0.5241560688120032	ES2	cutting_control	spearman	mean
PIK3CA-2	PIK3CA	0.4791882894205048	ES2	cutting_control	spearman	mean
POLR2D-1	POLR2D	2.0915885960914937	ES2	cutting_control	spearman	mean
POLR2D-2	POLR2D	2.0395892010436456	ES2	cutting_control	spearman	mean
PPIB-1	PPIB	-0.10482082253685612	ES2	cutting_control	spearman	mean
PPIB-2	PPIB	0.06617805887856942	ES2	cutting_control	spearman	mean
PRDX1-1	PRDX1	0.3294329565837823	ES2	cutting_control	spearman	mean
PRDX1-2	PRDX1	0.35395720854473195	ES2	cutting_control	spearman	mean
PSMA1-1	PSMA1	2.3346832577660512	ES2	cutting_control	spearman	mean
PSMA1-2	PSMA1	2.5139069526171114	ES2	cutting_control	spearman	mean
PTK2-1	PTK2	1.3515242232851747	ES2	cutting_control	spearman	mean
PTK2-2	PTK2	1.3423710236703652	ES2	cutting_control	spearman	mean
RAC1-1	RAC1	0.39670475980167097	ES2	cutting_control	spearman	mean
RAC1-2	RAC1	0.5466054385250587	ES2	cutting_control	spearman	mean
RAF1-1	RAF1	0.6443051266495021	ES2	cutting_control	spearman	mean
RAF1-2	RAF1	0.757931055452392	ES2	cutting_control	spearman	mean
RHOA-1	RHOA	2.167968297362217	ES2	cutting_control	spearman	mean
RHOA-2	RHOA	2.556205436344163	ES2	cutting_control	spearman	mean
SDHB-1	SDHB	1.1217767803887004	ES2	cutting_control	spearman	mean
SDHB-2	SDHB	1.0447495770115245	ES2	cutting_control	spearman	mean
SLC2A1-1	SLC2A1		ES2	cutting_control	spearman	mean
SLC2A2-2	SLC2A2		ES2	cutting_control	spearman	mean
SMARCB1-1	SMARCB1	0.6476815028015552	ES2	cutting_control	spearman	mean
SMARCB1-2	SMARCB1	0.36495305440482084	ES2	cutting_control	spearman	mean
STAT3-1	STAT3	0.5421291150655849	ES2	cutting_control	spearman	mean
STAT3-2	STAT3	0.47428876599503955	ES2	cutting_control	spearman	mean
SUZ12-1	SUZ12	0.6030089557089079	ES2	cutting_control	spearman	mean
SUZ12-2	SUZ12	0.3988816307282043	ES2	cutting_control	spearman	mean
TXN-1	TXN	0.70527465626498	ES2	cutting_control	spearman	mean
TXN-2	TXN	0.6899970324038514	ES2	cutting_control	spearman	mean
XBP-1	XBP	0.9779318460075896	ES2	cutting_control	spearman	mean
XBP-2	XBP	0.9535537244213081	ES2	cutting_control	spearman	mean
YAP1-1	YAP1	1.9400047566139322	ES2	cutting_control	spearman	mean
YAP1-2	YAP1	1.7653621261225085	ES2	cutting_control	spearman	mean
AKT1-1	AKT1	-0.01651739363956893	ES2	cutting_control	spearman	median
AKT1-2	AKT1	0.3044402596527016	ES2	cutting_control	spearman	median
ARID1B-1	ARID1B	0.37755353102601613	ES2	cutting_control	spearman	median
ARID1B-2	ARID1B	0.5428845390613877	ES2	cutting_control	spearman	median
ATF4-1	ATF4	0.9970747175700536	ES2	cutting_control	spearman	median
ATF4-2	ATF4	1.026682804153885	ES2	cutting_control	spearman	median
ATP50-1	ATP50	0.28269046760941696	ES2	cutting_control	spearman	median
ATP50-2	ATP50	0.06690838526097605	ES2	cutting_control	spearman	median
AURKB-2	AURKB		ES2	cutting_control	spearman	median
BCL2-1	BCL2	-0.3394561491652106	ES2	cutting_control	spearman	median
BCL2-2	BCL2	-0.16915047758847773	ES2	cutting_control	spearman	median
BCL2L2-1	BCL2L2	-0.10108689231445711	ES2	cutting_control	spearman	median
BCL2L2-2	BCL2L2	-0.14108205811230495	ES2	cutting_control	spearman	median
BCL2L2-4	BCL2L2	-0.052204596851653254	ES2	cutting_control	spearman	median
BRAF-2	BRAF		ES2	cutting_control	spearman	median
BRAF1-1	BRAF1		ES2	cutting_control	spearman	median
BRCA1-1	BRCA1	0.356765936271284	ES2	cutting_control	spearman	median
BRCA1-2	BRCA1	0.7385472417960128	ES2	cutting_control	spearman	median
BRD4-1	BRD4	1.5997675757370842	ES2	cutting_control	spearman	median
BRD4-2	BRD4	1.7097778261064513	ES2	cutting_control	spearman	median
CCND1-1	CCND1	2.498783179400289	ES2	cutting_control	spearman	median
CCND1-2	CCND1	3.217076645102038	ES2	cutting_control	spearman	median
CCNE1-1	CCNE1	1.1288368570581238	ES2	cutting_control	spearman	median
CCNE1-2	CCNE1	1.078673722669964	ES2	cutting_control	spearman	median
CDK2-1	CDK2	2.0457608152326534	ES2	cutting_control	spearman	median
CDK2-2	CDK2	2.148137375936348	ES2	cutting_control	spearman	median
CDK4-1	CDK4	3.6297991965798744	ES2	cutting_control	spearman	median
CDK4-2	CDK4	3.499573199983124	ES2	cutting_control	spearman	median
CDK4-3	CDK4	3.3173166515755796	ES2	cutting_control	spearman	median
CHEK2-1	CHEK2	1.077068580683064	ES2	cutting_control	spearman	median
CHEK2-2	CHEK2	0.7141396324178058	ES2	cutting_control	spearman	median
COX5B-1	COX5B	-0.2066078572522953	ES2	cutting_control	spearman	median
COX5B-2	COX5B	-0.1010669237388209	ES2	cutting_control	spearman	median
CSNK1A1-1	CSNK1A1	0.9391609370866764	ES2	cutting_control	spearman	median
CSNK1A1-2	CSNK1A1	0.8816757499702552	ES2	cutting_control	spearman	median
CTNNB1-1	CTNNB1	0.7855908892197309	ES2	cutting_control	spearman	median
CTNNB1-2	CTNNB1	0.7455517859701699	ES2	cutting_control	spearman	median
Chr2-1	Chr2	0.0173573041669241	ES2	cutting_control	spearman	median
Chr2-2	Chr2	0.030339331513965912	ES2	cutting_control	spearman	median
Chr2-3	Chr2	0.08750978694634168	ES2	cutting_control	spearman	median
Chr2-4	Chr2	0.05628934597644544	ES2	cutting_control	spearman	median
Chr2-5	Chr2	0.11529548726288563	ES2	cutting_control	spearman	median
Chr2-6	Chr2	0.10651491226562854	ES2	cutting_control	spearman	median
DOT1L-1	DOT1L	0.9339197054889801	ES2	cutting_control	spearman	median
DOT1L-2	DOT1L	1.0696509721148821	ES2	cutting_control	spearman	median
EGFR-1	EGFR	0.8112593465060944	ES2	cutting_control	spearman	median
EGFR-2	EGFR	0.9497567618930329	ES2	cutting_control	spearman	median
EGLN1-8	EGLN1	2.2308438902777867	ES2	cutting_control	spearman	median
EGLN1-9	EGLN1	1.829165540747469	ES2	cutting_control	spearman	median
EMPTY	EMPTY		ES2	cutting_control	spearman	median
ERBB2-1	ERBB2	0.9843139616117278	ES2	cutting_control	spearman	median
ERBB2-2	ERBB2	0.8009630861263094	ES2	cutting_control	spearman	median
ERBB3-1	ERBB3	0.611909395125873	ES2	cutting_control	spearman	median
ERBB3-2	ERBB3	0.4821979353620973	ES2	cutting_control	spearman	median
EZH2-1	EZH2	1.7031116950060452	ES2	cutting_control	spearman	median
EZH2-2	EZH2	1.8666659883639423	ES2	cutting_control	spearman	median
GLS-1	GLS	0.7490675407915015	ES2	cutting_control	spearman	median
GLS-2	GLS	0.7363121065263067	ES2	cutting_control	spearman	median
GPX4-1	GPX4	3.194677144537098	ES2	cutting_control	spearman	median
GPX4-2	GPX4	2.881444058300603	ES2	cutting_control	spearman	median
HIF1a-1	HIF1a	0.6108985309051316	ES2	cutting_control	spearman	median
HIF1a-2	HIF1a	0.7136524085209	ES2	cutting_control	spearman	median
ITGAV-1	ITGAV	2.29724792078443	ES2	cutting_control	spearman	median
ITGAV-2	ITGAV	2.495237103225226	ES2	cutting_control	spearman	median
JAK3-1	JAK3	0.04616043095776523	ES2	cutting_control	spearman	median
JAK3-2	JAK3	0.10556746347907256	ES2	cutting_control	spearman	median
KIF11-1	KIF11	1.4777590160874656	ES2	cutting_control	spearman	median
KIF11-2	KIF11	1.8147922294034582	ES2	cutting_control	spearman	median
KRAS-1	KRAS	0.21148935962214527	ES2	cutting_control	spearman	median
KRAS-2A	KRAS	0.10121956390482353	ES2	cutting_control	spearman	median
KRAS-2B	KRAS	0.15148320733059822	ES2	cutting_control	spearman	median
LacZ-2	LacZ	-0.3291139648309124	ES2	cutting_control	spearman	median
LacZ-3	LacZ	-0.061111657220945845	ES2	cutting_control	spearman	median
Luc-1	Luc	0.33751048832347047	ES2	cutting_control	spearman	median
Luc-2	Luc	0.5081263172985742	ES2	cutting_control	spearman	median
MAPK1-1	MAPK1	3.0962685029019825	ES2	cutting_control	spearman	median
MAPK1-2	MAPK1	3.0737922821924375	ES2	cutting_control	spearman	median
MCL1-2	MCL1	0.3284330168203856	ES2	cutting_control	spearman	median
MCL1-5	MCL1	0.4977188596933785	ES2	cutting_control	spearman	median
MTOR-1	MTOR	1.7599803152372884	ES2	cutting_control	spearman	median
MTOR-2	MTOR	2.0274049305102677	ES2	cutting_control	spearman	median
MYC-1	MYC	3.3647123274152206	ES2	cutting_control	spearman	median
MYC-2	MYC	3.161331790826565	ES2	cutting_control	spearman	median
ORC4-1	ORC4	0.10658427323898485	ES2	cutting_control	spearman	median
ORC4-2	ORC4	0.06142764793300551	ES2	cutting_control	spearman	median
PIK3CA-1	PIK3CA	0.5347708949841794	ES2	cutting_control	spearman	median
PIK3CA-2	PIK3CA	0.4913915166918543	ES2	cutting_control	spearman	median
POLR2D-1	POLR2D	2.3648589565072533	ES2	cutting_control	spearman	median
POLR2D-2	POLR2D	2.3055139826642774	ES2	cutting_control	spearman	median
PPIB-1	PPIB	-0.1746056185702201	ES2	cutting_control	spearman	median
PPIB-2	PPIB	-0.014225375803950894	ES2	cutting_control	spearman	median
PRDX1-1	PRDX1	0.2401083526766248	ES2	cutting_control	spearman	median
PRDX1-2	PRDX1	0.23372227310157112	ES2	cutting_control	spearman	median
PSMA1-1	PSMA1	2.5414406116572072	ES2	cutting_control	spearman	median
PSMA1-2	PSMA1	2.732788459434086	ES2	cutting_control	spearman	median
PTK2-1	PTK2	1.3059084340103682	ES2	cutting_control	spearman	median
PTK2-2	PTK2	1.2984981890357075	ES2	cutting_control	spearman	median
RAC1-1	RAC1	0.38853739211445926	ES2	cutting_control	spearman	median
RAC1-2	RAC1	0.5376538418800532	ES2	cutting_control	spearman	median
RAF1-1	RAF1	0.8102539659885244	ES2	cutting_control	spearman	median
RAF1-2	RAF1	0.9121562874321602	ES2	cutting_control	spearman	median
RHOA-1	RHOA	2.3311817379535826	ES2	cutting_control	spearman	median
RHOA-2	RHOA	2.744181586556398	ES2	cutting_control	spearman	median
SDHB-1	SDHB	1.4077858505334513	ES2	cutting_control	spearman	median
SDHB-2	SDHB	1.3132221784078046	ES2	cutting_control	spearman	median
SLC2A1-1	SLC2A1		ES2	cutting_control	spearman	median
SLC2A2-2	SLC2A2		ES2	cutting_control	spearman	median
SMARCB1-1	SMARCB1	0.9163592239296552	ES2	cutting_control	spearman	median
SMARCB1-2	SMARCB1	0.5808830860725509	ES2	cutting_control	spearman	median
STAT3-1	STAT3	0.5241731768173035	ES2	cutting_control	spearman	median
STAT3-2	STAT3	0.455724360659464	ES2	cutting_control	spearman	median
SUZ12-1	SUZ12	0.42936442061158453	ES2	cutting_control	spearman	median
SUZ12-2	SUZ12	0.2165845609193464	ES2	cutting_control	spearman	median
TXN-1	TXN	0.7533383321142287	ES2	cutting_control	spearman	median
TXN-2	TXN	0.735037220324512	ES2	cutting_control	spearman	median
XBP-1	XBP	1.144066126133478	ES2	cutting_control	spearman	median
XBP-2	XBP	1.128925634191935	ES2	cutting_control	spearman	median
YAP1-1	YAP1	2.2155996325921867	ES2	cutting_control	spearman	median
YAP1-2	YAP1	2.0260481559378194	ES2	cutting_control	spearman	median
AKT1-1	AKT1	0.19682781641046265	ES2	perturbation_control	pearson	mean
AKT1-2	AKT1	0.19759114710709028	ES2	perturbation_control	pearson	mean
ARID1B-1	ARID1B	0.8290899050299536	ES2	perturbation_control	pearson	mean
ARID1B-2	ARID1B	0.7911199057943805	ES2	perturbation_control	pearson	mean
ATF4-1	ATF4	1.1058171684315041	ES2	perturbation_control	pearson	mean
ATF4-2	ATF4	1.1746900937747549	ES2	perturbation_control	pearson	mean
ATP50-1	ATP50	0.4672828531490889	ES2	perturbation_control	pearson	mean
ATP50-2	ATP50	0.4324661917758485	ES2	perturbation_control	pearson	mean
AURKB-2	AURKB		ES2	perturbation_control	pearson	mean
BCL2-1	BCL2	0.1645722100628994	ES2	perturbation_control	pearson	mean
BCL2-2	BCL2	0.200393003883351	ES2	perturbation_control	pearson	mean
BCL2L2-1	BCL2L2	-0.12681964801906356	ES2	perturbation_control	pearson	mean
BCL2L2-2	BCL2L2	0.10094669540581347	ES2	perturbation_control	pearson	mean
BCL2L2-4	BCL2L2	0.15909318672944056	ES2	perturbation_control	pearson	mean
BRAF-2	BRAF		ES2	perturbation_control	pearson	mean
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	mean
BRCA1-1	BRCA1	0.46741157298706804	ES2	perturbation_control	pearson	mean
BRCA1-2	BRCA1	0.4829941588241506	ES2	perturbation_control	pearson	mean
BRD4-1	BRD4	1.2630796981905232	ES2	perturbation_control	pearson	mean
BRD4-2	BRD4	1.2599658133247993	ES2	perturbation_control	pearson	mean
CCND1-1	CCND1	2.4701583267809752	ES2	perturbation_control	pearson	mean
CCND1-2	CCND1	2.6462055460375056	ES2	perturbation_control	pearson	mean
CCNE1-1	CCNE1	1.100075727178597	ES2	perturbation_control	pearson	mean
CCNE1-2	CCNE1	1.1475185744528593	ES2	perturbation_control	pearson	mean
CDK2-1	CDK2	2.1362913473323433	ES2	perturbation_control	pearson	mean
CDK2-2	CDK2	1.9374352526807377	ES2	perturbation_control	pearson	mean
CDK4-1	CDK4	2.79821752361741	ES2	perturbation_control	pearson	mean
CDK4-2	CDK4	2.73265328980195	ES2	perturbation_control	pearson	mean
CDK4-3	CDK4	2.6227310635167163	ES2	perturbation_control	pearson	mean
CHEK2-1	CHEK2	0.5851303157308538	ES2	perturbation_control	pearson	mean
CHEK2-2	CHEK2	0.5093778499756573	ES2	perturbation_control	pearson	mean
COX5B-1	COX5B	0.1416709914129085	ES2	perturbation_control	pearson	mean
COX5B-2	COX5B	0.12124243246704763	ES2	perturbation_control	pearson	mean
CSNK1A1-1	CSNK1A1	0.9212830860579427	ES2	perturbation_control	pearson	mean
CSNK1A1-2	CSNK1A1	0.8583147443306743	ES2	perturbation_control	pearson	mean
CTNNB1-1	CTNNB1	1.2512254110904564	ES2	perturbation_control	pearson	mean
CTNNB1-2	CTNNB1	1.2156929421451754	ES2	perturbation_control	pearson	mean
Chr2-1	Chr2	0.31706363625209594	ES2	perturbation_control	pearson	mean
Chr2-2	Chr2	0.22023995940719496	ES2	perturbation_control	pearson	mean
Chr2-3	Chr2	0.5746061491622917	ES2	perturbation_control	pearson	mean
Chr2-4	Chr2	0.3671825897641093	ES2	perturbation_control	pearson	mean
Chr2-5	Chr2	0.4202260929234999	ES2	perturbation_control	pearson	mean
Chr2-6	Chr2	0.50277028009201	ES2	perturbation_control	pearson	mean
DOT1L-1	DOT1L	1.3235558868010637	ES2	perturbation_control	pearson	mean
DOT1L-2	DOT1L	1.3048354258033443	ES2	perturbation_control	pearson	mean
EGFR-1	EGFR	1.1536332759094508	ES2	perturbation_control	pearson	mean
EGFR-2	EGFR	1.355155185104433	ES2	perturbation_control	pearson	mean
EGLN1-8	EGLN1	2.755260946241022	ES2	perturbation_control	pearson	mean
EGLN1-9	EGLN1	2.574257160852791	ES2	perturbation_control	pearson	mean
EMPTY	EMPTY		ES2	perturbation_control	pearson	mean
ERBB2-1	ERBB2	1.42300405330135	ES2	perturbation_control	pearson	mean
ERBB2-2	ERBB2	1.4216712895763797	ES2	perturbation_control	pearson	mean
ERBB3-1	ERBB3	0.7389624099174577	ES2	perturbation_control	pearson	mean
ERBB3-2	ERBB3	0.7064937164310944	ES2	perturbation_control	pearson	mean
EZH2-1	EZH2	1.4212300945009178	ES2	perturbation_control	pearson	mean
EZH2-2	EZH2	1.5625624002692606	ES2	perturbation_control	pearson	mean
GLS-1	GLS	1.1568318402046565	ES2	perturbation_control	pearson	mean
GLS-2	GLS	1.1435423611674005	ES2	perturbation_control	pearson	mean
GPX4-1	GPX4	3.5513256066115355	ES2	perturbation_control	pearson	mean
GPX4-2	GPX4	3.2842181657953464	ES2	perturbation_control	pearson	mean
HIF1a-1	HIF1a	0.9226211379316678	ES2	perturbation_control	pearson	mean
HIF1a-2	HIF1a	0.9567895812299834	ES2	perturbation_control	pearson	mean
ITGAV-1	ITGAV	2.8934377652964525	ES2	perturbation_control	pearson	mean
ITGAV-2	ITGAV	3.075652004241959	ES2	perturbation_control	pearson	mean
JAK3-1	JAK3	-0.004046348241556127	ES2	perturbation_control	pearson	mean
JAK3-2	JAK3	-0.03498173436995676	ES2	perturbation_control	pearson	mean
KIF11-1	KIF11	1.549086717653229	ES2	perturbation_control	pearson	mean
KIF11-2	KIF11	1.8479896558479036	ES2	perturbation_control	pearson	mean
KRAS-1	KRAS	0.15809673598816826	ES2	perturbation_control	pearson	mean
KRAS-2A	KRAS	0.2819612325786049	ES2	perturbation_control	pearson	mean
KRAS-2B	KRAS	0.12586086445356529	ES2	perturbation_control	pearson	mean
LacZ-2	LacZ	-0.040159470774877706	ES2	perturbation_control	pearson	mean
LacZ-3	LacZ	-0.04711950792731481	ES2	perturbation_control	pearson	mean
Luc-1	Luc	0.49874046747609824	ES2	perturbation_control	pearson	mean
Luc-2	Luc	0.4608102955579668	ES2	perturbation_control	pearson	mean
MAPK1-1	MAPK1	3.0089116586446667	ES2	perturbation_control	pearson	mean
MAPK1-2	MAPK1	2.9564210948479026	ES2	perturbation_control	pearson	mean
MCL1-2	MCL1	0.15147416666840108	ES2	perturbation_control	pearson	mean
MCL1-5	MCL1	0.12655070606760807	ES2	perturbation_control	pearson	mean
MTOR-1	MTOR	1.5979288027899476	ES2	perturbation_control	pearson	mean
MTOR-2	MTOR	1.60249219778055	ES2	perturbation_control	pearson	mean
MYC-1	MYC	3.7142865165429537	ES2	perturbation_control	pearson	mean
MYC-2	MYC	3.51542018063059	ES2	perturbation_control	pearson	mean
ORC4-1	ORC4	0.4010954392491837	ES2	perturbation_control	pearson	mean
ORC4-2	ORC4	0.42296084625632485	ES2	perturbation_control	pearson	mean
PIK3CA-1	PIK3CA	0.8946142200649623	ES2	perturbation_control	pearson	mean
PIK3CA-2	PIK3CA	1.0336300862423355	ES2	perturbation_control	pearson	mean
POLR2D-1	POLR2D	2.628745440024212	ES2	perturbation_control	pearson	mean
POLR2D-2	POLR2D	2.523855157559393	ES2	perturbation_control	pearson	mean
PPIB-1	PPIB	0.14498391295643814	ES2	perturbation_control	pearson	mean
PPIB-2	PPIB	0.1539505326075846	ES2	perturbation_control	pearson	mean
PRDX1-1	PRDX1	0.5465111496471046	ES2	perturbation_control	pearson	mean
PRDX1-2	PRDX1	0.7506790285862264	ES2	perturbation_control	pearson	mean
PSMA1-1	PSMA1	2.838853470730779	ES2	perturbation_control	pearson	mean
PSMA1-2	PSMA1	3.0532035231380146	ES2	perturbation_control	pearson	mean
PTK2-1	PTK2	1.9177344656760233	ES2	perturbation_control	pearson	mean
PTK2-2	PTK2	1.878712433444179	ES2	perturbation_control	pearson	mean
RAC1-1	RAC1	0.8426598464184719	ES2	perturbation_control	pearson	mean
RAC1-2	RAC1	0.835107613972476	ES2	perturbation_control	pearson	mean
RAF1-1	RAF1	1.1479649868720228	ES2	perturbation_control	pearson	mean
RAF1-2	RAF1	1.1498752233326406	ES2	perturbation_control	pearson	mean
RHOA-1	RHOA	2.699542911994487	ES2	perturbation_control	pearson	mean
RHOA-2	RHOA	3.0228624002547075	ES2	perturbation_control	pearson	mean
SDHB-1	SDHB	0.9852640084088365	ES2	perturbation_control	pearson	mean
SDHB-2	SDHB	0.9585723770879047	ES2	perturbation_control	pearson	mean
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	mean
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	mean
SMARCB1-1	SMARCB1	0.8237688099842058	ES2	perturbation_control	pearson	mean
SMARCB1-2	SMARCB1	0.6577176870564935	ES2	perturbation_control	pearson	mean
STAT3-1	STAT3	0.8530917775820538	ES2	perturbation_control	pearson	mean
STAT3-2	STAT3	0.9139737448009123	ES2	perturbation_control	pearson	mean
SUZ12-1	SUZ12	0.7886785234958246	ES2	perturbation_control	pearson	mean
SUZ12-2	SUZ12	0.8270706706047274	ES2	perturbation_control	pearson	mean
TXN-1	TXN	1.0173500157546753	ES2	perturbation_control	pearson	mean
TXN-2	TXN	0.9434056757064769	ES2	perturbation_control	pearson	mean
XBP-1	XBP	1.1218484085278833	ES2	perturbation_control	pearson	mean
XBP-2	XBP	1.1704756388398792	ES2	perturbation_control	pearson	mean
YAP1-1	YAP1	2.236624892867626	ES2	perturbation_control	pearson	mean
YAP1-2	YAP1	2.3403016788518904	ES2	perturbation_control	pearson	mean
AKT1-1	AKT1	0.23438601642390386	ES2	perturbation_control	pearson	median
AKT1-2	AKT1	0.23432567611435406	ES2	perturbation_control	pearson	median
ARID1B-1	ARID1B	0.9512779671073031	ES2	perturbation_control	pearson	median
ARID1B-2	ARID1B	0.9069220873650269	ES2	perturbation_control	pearson	median
ATF4-1	ATF4	1.3287469190682577	ES2	perturbation_control	pearson	median
ATF4-2	ATF4	1.414647930103464	ES2	perturbation_control	pearson	median
ATP50-1	ATP50	0.6207621267888996	ES2	perturbation_control	pearson	median
ATP50-2	ATP50	0.5707583094438722	ES2	perturbation_control	pearson	median
AURKB-2	AURKB		ES2	perturbation_control	pearson	median
BCL2-1	BCL2	0.0010531293662627015	ES2	perturbation_control	pearson	median
BCL2-2	BCL2	0.00418290216042772	ES2	perturbation_control	pearson	median
BCL2L2-1	BCL2L2	-0.035789120784754894	ES2	perturbation_control	pearson	median
BCL2L2-2	BCL2L2	0.08413143308305934	ES2	perturbation_control	pearson	median
BCL2L2-4	BCL2L2	0.09362659523955977	ES2	perturbation_control	pearson	median
BRAF-2	BRAF		ES2	perturbation_control	pearson	median
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	median
BRCA1-1	BRCA1	0.8846599929740455	ES2	perturbation_control	pearson	median
BRCA1-2	BRCA1	0.9155158795446482	ES2	perturbation_control	pearson	median
BRD4-1	BRD4	1.8395387756726826	ES2	perturbation_control	pearson	median
