DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001737,HSB2,HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,1.0,-1.6293676057794702,Adherent,RPMI + 10% FBS,67.1,CVCL_1859,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",11,,,,blood,ALL,t_cell,
ACH-001738,CCRFCEM,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905952.0,Female,Academic lab,,,,,,CVCL_0207,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM00121,1151.0,,blood,ALL,t_cell,
ACH-001740,RH28,RH28_SOFT_TISSUE,,,Male,Academic lab,3.0,-3.4994485799318533,Adherent,DMEM + 10% FBS,39.2,CVCL_8752,lymph_node,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",17,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001741,RMS13,RMS13_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_UF98,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001743,RC2,RC2_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,CVCL_L510,soft_tissue,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,PAX3_FKHR
ACH-001745,RHJT,RHJT_SOFT_TISSUE,,,Unknown,Academic lab,3.0,-4.101224580363876,Adherent,DMEM + 10% FBS,35.6,CVCL_VU81,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001750,TTC442,TTC442_SOFT_TISSUE,,,Male,Academic lab,2.0,-3.9401118648974127,Adherent,RPMI 1640 + 15% FBS,58.3,CVCL_B255,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001751,RH36,RH36_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_M599,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",15,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001765,RH4,RH4_SOFT_TISSUE,,,Female,Academic lab,3.0,-4.488409688751858,Adherent,DMEM + 10% FBS,72.6,CVCL_5916,liver,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,soft_tissue,rhabdomyosarcoma,alveolar,
ACH-001767,CCLFPEDS0018T,CCLFPEDS0018T_SOFT_TISSUE,,,Unknown,,,,,,,,fibroblast,,Fibroblast,Soft tissue,,,,,fibroblast,fibroblast_soft_tissue,alveolar,
ACH-001786,SNU1544,SNU1544_LARGE_INTESTINE,,,Female,KCLB,2.0,-2.3208087484377216,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",62,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,38,,,,colorectal,colorectal_adenocarcinoma,,
ACH-001790,RH18DM,RH18DM_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-1.310420583431944,Adherent,RPMI 1640 + 20% FBS,67.1,,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",2,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001791,LPS6,LPS6_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.0849224743550487,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,68.6,,soft_tissue,,Liposarcoma,,,,,,soft_tissue,liposarcoma,,
ACH-001793,LPS27,LPS27_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.006187515754118,Adherent,DMEM:F12 + 10% FBS + 1% Glutamax + 1% PenStrep,48.3,,soft_tissue,,Liposarcoma,,,,,,soft_tissue,liposarcoma,,
ACH-001794,93T449,93T449_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-4.560556473768892,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,94.7,CVCL_U614,soft_tissue,Primary,Liposarcoma,WDLPS,,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001795,94T778,94T778_SOFT_TISSUE,,,Female,Academic lab,2.0,-5.071654627018199,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,89,,soft_tissue,,Liposarcoma,WDLPS,,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001796,95T1000,95T1000_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.400558199472232,Adherent,RPMI 1640 + 10% FBS + 1% PenStrep,80.3,CVCL_WU67,soft_tissue,,Liposarcoma,WDLPS,,,,,soft_tissue,liposarcoma,WDLPS,
ACH-001799,LPS141,LPS141_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-3.6857305611209035,Adherent,RPMI + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,88,,soft_tissue,,Liposarcoma,DDLPS,,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001802,LPS853,LPS853_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.9742153241721474,Adherent,IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,95.9,,soft_tissue,,Liposarcoma,DDLPS,,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001804,LPS510,LPS510_SOFT_TISSUE,,,Unknown,Academic lab,1.0,-2.657484173442887,Adherent,IMDM + 15% FBS + 1% L-Glutamine + 1% Pen-Strep-Ampho,83,,soft_tissue,,Liposarcoma,WD/DDLPS,,,,,soft_tissue,liposarcoma,WD_DDPLS,
ACH-001807,LPS067,LPS067_SOFT_TISSUE,,,Unknown,Academic lab,,,,,,,soft_tissue,Primary,Liposarcoma,DDLPS,,,,,soft_tissue,liposarcoma,DDLPS,
ACH-001814,OS252,OS252_BONE,,,Unknown,Academic lab,2.0,-2.1746708887742754,Adherent,EMEM + 20% FBS + 1% Na-Pyruvate + 1% NEAA,66.6,CVCL_WU66,bone,Primary,Bone Cancer,Osteosarcoma,,,,,bone,osteosarcoma,,
ACH-001818,C396,C396_BONE,,,Unknown,Academic lab,,,,,,,bone,Metastasis,Bone Cancer,Osteosarcoma,,,,,bone,osteosarcoma,,
ACH-001819,MFM223,MFM223_BREAST,,,Female,DSMZ,2.0,-4.4335111293547165,Adherent,MEM (with Earle's salts) + 15% FBS + 2 mM L-glutamine + 1x ITS,82,CVCL_1408,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,,SIDM00332,,,breast,breast_ductal_carcinoma,ERneg_HER2neg,luminal
ACH-001820,COLO824,COLO824_BREAST,,,Female,DSMZ,,,,,,CVCL_1136,pleural_effusion,Metastasis,Breast Cancer,,,SIDM00954,,,breast,,,
ACH-001825,SW527,SW527_LARGE_INTESTINE,,,Unknown,,,,,,,,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,,,,,colorectal,colorectal_adenocarcinoma,,
ACH-001827,184B5,184B5_BREAST,HMEC-184B5,,Unknown,,,,,,,CVCL_4688,breast,Primary,Non-Cancerous,,,,,,engineered,,,
ACH-001834,ICC10,ICC10_BILIARY_TRACT,,,Unknown,Academic lab,1.0,-3.4793508239456177,Adherent,RPMI + 10% FBS,92.8,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001835,ICC106,ICC106_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.262783280623997,Adherent,RPMI + 10% FBS,94.6,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001836,ICC108,ICC108_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.209542708565106,Adherent,RPMI + 10% FBS,96.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001838,ICC12,ICC12_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.5739773807882926,Adherent,RPMI + 10% FBS,88.2,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001839,ICC137,ICC137_BILIARY_TRACT,ICC13,,Unknown,Academic lab,2.0,-3.3839356816791084,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001841,ICC15,ICC15_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-5.461529288391918,Adherent,RPMI + 10% FBS,97,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001842,ICC2,ICC2_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.8769804377554309,Adherent,RPMI + 10% FBS,69.1,CVCL_VV27,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001843,ICC3,ICC3_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-1.4581524221819464,Adherent,RPMI + 10% FBS,74.5,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001844,ICC4,ICC4_BILIARY_TRACT,,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001845,ICC5,ICC5_BILIARY_TRACT,,,Unknown,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001846,ICC6,ICC6_BILIARY_TRACT,,,Unknown,Academic lab,0.0,-0.1444156302702333,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001848,ICC8,ICC8_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.160224349332296,Adherent,RPMI + 10% FBS,89.7,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001849,ICC9,ICC9_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.3084200975646203,Adherent,RPMI + 10% FBS,91,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001850,G415,G415_BILIARY_TRACT,,,Male,RIKEN,1.0,-4.4375224246254055,Adherent,RPMI + 10% FBS,88.1,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,,,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001852,HKGZCC,HKGZCC_BILIARY_TRACT,,,Male,Academic lab,2.0,-6.0772142875441535,Adherent,RPMI + 10% FBS,95.1,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001853,KMCH1,KMCH1_BILIARY_TRACT,,,Male,Academic lab,2.0,-2.6101068545405983,Adherent,RPMI + 10% FBS,93,CVCL_7970,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001856,RBE,RBE_BILIARY_TRACT,,,Female,Academic lab,1.0,-3.6691422730069614,Adherent,RPMI + 10% FBS,81.3,CVCL_4896,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001857,SG231,SG231_BILIARY_TRACT,,,Male,Academic lab,1.0,-2.8463170809368123,Adherent,RPMI + 10% FBS,94.9,CVCL_0519,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001858,SSP25,SSP25_BILIARY_TRACT,,,Female,Academic lab,2.0,-5.735641277773096,Adherent,RPMI + 10% FBS,94.3,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00275,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001861,TGBC1TKB,TGBC1TKB_BILIARY_TRACT,TGBC1TKB,,Female,Academic lab,,,,,,CVCL_1769,lymph_node,Metastasis,Gallbladder Cancer,Adenocarcinoma,,SIDM00252,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001862,TGBC52TKB,TGBC52TKB_BILIARY_TRACT,TGBC52TKB,,Male,Academic lab,1.0,-4.903024368358975,Adherent,RPMI + 10% FBS,69,,lymph_node,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001863,TKKK,TKKK_BILIARY_TRACT,TKKK,,Male,Academic lab,,,,,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001864,YSCCC,YSCCC_BILIARY_TRACT,YSCCC,,Female,Academic lab,2.0,-4.471207056818293,Adherent,RPMI + 10% FBS,84,,ascites,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001955,JHC7,JHC7_BONE,,,Female,Academic lab,2.0,-5.818009197861676,not found,not found,81.6,CVCL_L154,bone,,Bone Cancer,Chordoma,,,,,bone,chordoma,,
ACH-001956,MUGCHOR1,MUGCHOR1_BONE,,,Female,Academic lab,3.0,-5.367905441698491,not found,not found,79.9,CVCL_9277,bone,,Bone Cancer,Chordoma,57,,,,bone,chordoma,,
ACH-001957,UMCHOR1,UMCHOR1_BONE,,,Male,Academic lab,3.0,-3.6874695103267747,not found,not found,89.7,CVCL_1D68,bone,,Bone Cancer,Chordoma,64,,,,bone,chordoma,,
ACH-001958,MS1,MS1_LUNG,"MS-1-L, MS1,  Ms1",,Unknown,Sanger,,,,,,CVCL_1429,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00245,,,lung,SCLC,,
ACH-001959,CCLP1,CCLP1_BILIARY_TRACT,,,Female,Academic lab,2.0,-5.401871856767546,Adherent,RPMI + 10% FBS,66.3,CVCL_0205,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001960,CCSW1,CCSW1_BILIARY_TRACT,,,Female,Academic lab,2.0,-4.580466419312375,Adherent,RPMI + 10% FBS,95.3,CVCL_A429,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001961,GB2,GB2_BILIARY_TRACT,EHGB2,,Unknown,Academic lab,,,,,,,biliary_tract,Metastasis,Gallbladder Cancer,Adenocarcinoma,65,,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001991,NZOV9,NZOV9_OVARY,"NZOV 9, NZOV-9",,Female,CellBank Australia,,,,,,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",47,,,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-001993,NALM16,NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,"NALM-16, Nalm-16",,Female,DSMZ,2.0,-3.687907483713255,Adherent,RPMI + 10% FBS,66.6,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",12,,,,blood,ALL,b_cell,
ACH-001997,ECC2,ECC2_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.360671102512868,Adherent,RPMI + 10% FBS,89.7,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001999,9505BIK,9505BIK_PANCREAS,,,Unknown,Academic lab,1.0,-4.704383059358444,Adherent,DMEM/F12 + 10% FBS,61.6,,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002001,A375SKINCJ1,A375_SKIN_CJ1_RESISTANT,A375 RMR,,Unknown,Academic lab,2.0,-4.0064533913182805,Adherent,RPMI 1640 + 10% FBS + 1% P/S,80.5,,skin,,Skin Cancer,Melanoma,,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002002,A375SKINCJ2,A375_SKIN_CJ2_RESISTANT,A375 ER-2,,Unknown,Academic lab,2.0,-4.238158987490207,Adherent,RPMI 1640 + 10% FBS + 1% P/S,89.9,,skin,,Skin Cancer,Melanoma,,,,Drug resistance: SCH772984,skin,melanoma,,
ACH-002003,A375SKINCJ3,A375_SKIN_CJ3_RESISTANT,A375 RMR SCH 0.25,,Unknown,Academic lab,2.0,-3.1546943914163528,Adherent,RPMI 1640 + 10% FBS + 1% P/S,92.4,,skin,,Skin Cancer,Melanoma,,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002004,UACC62SKINCJ1,UACC62_SKIN_CJ1_RESISTANT,UACC62 RMR,,Unknown,Academic lab,2.0,-2.0311115500318797,Adherent,RPMI 1640 + 10% FBS + 1% P/S,85.5,,skin,,Skin Cancer,Melanoma,,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002005,SKMEL19,SKMEL19_SKIN,SK-MEL-19,,Male,Academic lab,2.0,-3.1551583886275507,Adherent,RPMI 1640 + 10% FBS + 1% P/S,50,CVCL_6025,skin,,Skin Cancer,Melanoma,50,,,,skin,melanoma,,
ACH-002011,MP46,MP46_UVEA,,,Male,ATCC,,,,,,,uvea,Primary,Eye Cancer,Uveal Melanoma,69,,,,eye,uveal_melanoma,,
ACH-002015,MEL285,MEL285_UVEA,,,Female,Academic lab,1.0,-3.488534637532663,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),89.5,CVCL_C303,uvea,Primary,Eye Cancer,Uveal Melanoma,49,,,,eye,uveal_melanoma,,
ACH-002016,MEL290,MEL290_UVEA,,,Female,Academic lab,2.0,-3.8617293673386768,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),58,,uvea,Primary,Eye Cancer,Uveal Melanoma,67,,,,eye,uveal_melanoma,,
ACH-002017,OMM1,OMM1_UVEA,,,Male,Academic lab,1.0,-1.3623573601297978,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),91,CVCL_6939,skin,Metastasis,Eye Cancer,Uveal Melanoma,,,,,eye,uveal_melanoma,,
ACH-002018,OMM25,OMM25_UVEA,,,Male,Academic lab,2.0,-5.599525389275478,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),79,,liver,Metastasis,Eye Cancer,Uveal Melanoma,,,,,eye,uveal_melanoma,,
ACH-002019,HOKUG,HOKUG_CERVIX,,,Female,RIKEN,2.0,-4.433046478687464,,,,,cervix,Primary,Cervical Cancer,Glassy Cell Carcinoma,53,,,,cervix,glassy_cell_carcinoma,,
ACH-002020,SKGIIIA,SKGIIIA_CERVIX,,,Female,RIKEN,,,,,,CVCL_1704,cervix,Primary,Cervical Cancer,Carcinoma,,SIDM00381,,,cervix,cervical_carcinoma,,
ACH-002022,PMFKO14,PMFKO14_LARGE_INTESTINE,,,Female,RIKEN,,,,,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,51,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002023,TGBC18TKB,TGBC18TKB_LARGE_INTESTINE,,,Female,RIKEN,,,,,,,large_intestine,Primary,Colon/Colorectal Cancer,"Adenocarcinoma, papillotubular",79,,,,colorectal,colorectal_adenocarcinoma,papillotubular,
ACH-002024,ECC4,ECC4_LARGE_INTESTINE,,,Male,RIKEN,2.0,-1.393157991171134,,,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,45,SIDM00069,,,colorectal,colorectal_adenocarcinoma,,
ACH-002025,TT1TKB,TT1TKB_LARGE_INTESTINE,,,Male,RIKEN,2.0,-4.722610140495633,,,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002026,HHUA,HHUA_ENDOMETRIUM,,,Female,RIKEN,,,,,,,endometrium,Primary,Endometrial/Uterine Cancer,,54,,,,uterus,endometrial_adenocarcinoma,,
ACH-002027,HOUAI,HOUAI_ENDOMETRIUM,,,Female,RIKEN,1.0,-3.547716432552974,Adherent,HamF12+15%FBS,73,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,55,,,,uterus,endometrial_adenocarcinoma,,
ACH-002029,SAS,SAS_UPPER_AERODIGESTIVE_TRACT,,,Female,RIKEN,,,,,,CVCL_1675,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,SIDM00351,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,
ACH-002038,HSKTC,HSKTC_OVARY,,,Female,RIKEN,,,,,,,ovary,Primary,Ovarian Cancer,Krukenberg Tumor,46,,,,ovary,krukenberg_tumor,,
ACH-002039,PK8,PK8_PANCREAS,,,Unknown,RIKEN,,,,,,,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002040,HMVII,HMVII_SKIN,,,Female,RIKEN,,,,,,CVCL_1282,skin,Primary,Skin Cancer,Melanoma,65,SIDM00291,,,skin,melanoma,,
ACH-002041,HOTHC,HOTHC_THYROID,,,Female,RIKEN,2.0,-6.006921349697977,,,,,thyroid,Primary,Thyroid Cancer,Carcinoma,,,,,thyroid,thyroid_carcinoma,,
ACH-002042,T3M5,T3M5_THYROID,,,Female,RIKEN,2.0,-3.7561703601186434,Adherent,HamF10+10%FBS,77,,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,71,,,,thyroid,thyroid_squamous,,
ACH-002043,CA922,CA922_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,,,,,,CVCL_1102,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Carcinoma, gingival",,SIDM00489,,,upper_aerodigestive,upper_aerodigestive_carcinoma,gingival,
ACH-002044,HSQ89,HSQ89_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, sinus",74,,,,upper_aerodigestive,upper_aerodigestive_squamous,sinus,
ACH-002045,HO1U1,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,,,,,,CVCL_2784,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00591,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-002046,HTMMT,HTMMT_ENDOMETRIUM,,,Female,RIKEN,2.0,-5.006393997700164,,,,,endometrium,Primary,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT),66,,,,uterus,MMMT,,
ACH-002051,LU134A,LU134A_LUNG,,,Male,RIKEN,,,,,,CVCL_1387,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),80,SIDM00296,,,lung,SCLC,,
ACH-002052,LU139,LU139_LUNG,,,Male,RIKEN,,,,,,CVCL_1390,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00293,,,lung,SCLC,,
ACH-002058,ATN1,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,RIKEN,,,,,,CVCL_1073,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",47,SIDM00233,,,blood,ALL,t_cell,
ACH-002059,P30OHK,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,2.0,-3.941406222893216,Suspension,RPMI1640+10%FBS,77.5,CVCL_1631,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",11,SIDM00364,,,blood,ALL,b_cell,
ACH-002062,SLVL,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,,,,,,CVCL_3169,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,B-cell,70,SIDM00374,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-002066,HSSCH2,HSSCH2_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,,,,,,,central_nervous_system,Primary,Sarcoma,MPNST,54,,,,central_nervous_system,MPNST,,
ACH-002067,NOS1,NOS1_BONE,,,Male,RIKEN,,,,,,CVCL_1610,bone,Primary,Bone Cancer,Osteosarcoma,16,SIDM00242,,,bone,osteosarcoma,,
ACH-002069,HSOS1,HSOS1_BONE,,,Female,RIKEN,2.0,-4.057679375363745,Adherent,DMEM+10%FBS,58.3,,bone,Primary,Bone Cancer,Osteosarcoma,11,,,,bone,osteosarcoma,,
ACH-002077,LU165,LU165_LUNG,,,Male,RIKEN,,,,,,CVCL_1391,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00292,,,lung,SCLC,,
ACH-002083,NB69,NB69_AUTONOMIC_GANGLIA,,,Male,RIKEN,,,,,,CVCL_1448,autonomic_ganglia,Primary,Neuroblastoma,,1.5,SIDM00244,,,peripheral_nervous_system,neuroblastoma,,
ACH-002085,HSSYII,HSSYII_LUNG,,,Unknown,RIKEN,,,,,,CVCL_8719,lung,Metastasis,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-002089,201T,201T_LUNG,,1287381.0,Unknown,Sanger,,,,,,CVCL_X481,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00055,220.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002090,BB65RCC,BB65RCC_KIDNEY,,753533.0,Unknown,Sanger,,,,,,CVCL_1078,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00191,181.0,,kidney,renal_cell_carcinoma,,
ACH-002091,CAL39,CAL39_VULVA,,924107.0,Unknown,Sanger,,,,,,CVCL_1109,cervix,,Skin Cancer,"Squamous Cell Carcinoma, vulvar",,SIDM00935,998.0,,skin,skin_squamous,,
ACH-002092,CHSA0011,CHSA0011_BONE,,1290767.0,Unknown,Sanger,,,,,,CVCL_X483,bone,,Bone Cancer,Chondrosarcoma,,SIDM00051,1466.0,,bone,chondrosarcoma,,
ACH-002093,CHSA0108,CHSA0108_BONE,,1290768.0,Unknown,Sanger,,,,,,CVCL_X484,bone,,Bone Cancer,Chondrosarcoma,,SIDM00050,280.0,,bone,chondrosarcoma,,
ACH-002094,CHSA8926,CHSA8926_BONE,,1303912.0,Unknown,Sanger,,,,,,CVCL_X485,bone,,Bone Cancer,Chondrosarcoma,,SIDM00176,554.0,,bone,chondrosarcoma,,
ACH-002095,CORL303,CORL303_LUNG,,1297438.0,Unknown,Sanger,,,,,,CVCL_2411,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00510,1942.0,,lung,SCLC,,
